"","resolved_binomial","gametophytic","sporophytic","resolved_name"
"4447","Solanum_quitoense",NA,24,"Solanum quitoense Lam."
"4448","Solanum_robustum",NA,24,"Solanum robustum H. L. Wendl."
"4449","Solanum_seaforthianum",NA,24,"Solanum seaforthianum Andrews"
"4450","Solanum_seaforthianum",NA,32,"Solanum seaforthianum Andrews"
"4451","Solanum_sisymbriifolium",NA,24,"Solanum sisymbriifolium Lam."
"4452","Solanum_virginianum",NA,24,"Solanum virginianum L."
"4453","Solanum_virginianum",NA,24,"Solanum virginianum L."
"4454","Solanum_torvum",NA,24,"Solanum torvum Sw."
"4455","Solanum_trilobatum",NA,24,"Solanum trilobatum L."
"4456","Solanum_tuberosum",NA,12,"Solanum tuberosum L."
"4457","Solanum_tuberosum",NA,NA,"Solanum tuberosum L."
"4458","Solanum_tuberosum",NA,24,"Solanum tuberosum L."
"4459","Solanum_tuberosum",NA,NA,"Solanum tuberosum L."
"4460","Solanum_tuberosum",NA,NA,"Solanum tuberosum L."
"4461","Solanum_tuberosum",NA,NA,"Solanum tuberosum L."
"4462","Solanum_tuberosum",NA,NA,"Solanum tuberosum L."
"4463","Solanum_tuberosum",NA,NA,"Solanum tuberosum L."
"4464","Solanum_tuberosum",NA,NA,"Solanum tuberosum L."
"4465","Solanum_tuberosum",NA,NA,"Solanum tuberosum L."
"4466","Solanum_tuberosum",NA,NA,"Solanum tuberosum L."
"4467","Solanum_tuberosum",NA,NA,"Solanum tuberosum L."
"4468","Solanum_tuberosum",NA,48,"Solanum tuberosum L."
"4469","Solanum_tuberosum",NA,NA,"Solanum tuberosum L."
"4470","Solanum_tuberosum",NA,36,"Solanum tuberosum L."
"4471","Solanum_vagum",NA,24,"Solanum vagum B. Heyne ex Wall."
"4472","Solanum_donianum",NA,24,"Solanum donianum Walp."
"4473","Solanum_viarum",NA,24,"Solanum viarum Dunal"
"4474","Solanum_viarum",NA,NA,"Solanum viarum Dunal"
"4475","Solanum_viarum",NA,24,"Solanum viarum Dunal"
"4476","Solanum_villosum",NA,48,"Solanum villosum Mill."
"4477","Solanum_wendlandii",NA,24,"Solanum wendlandii Hook."
"4478","Streptosolen_jamesonii",NA,22,"Streptosolen jamesonii (Benth.) Miers"
"4479","Withania_coagulans",NA,48,"Withania coagulans (Stocks) Dunal"
"4480","Withania_somnifera",NA,24,"Withania somnifera (L.) Dunal"
"4481","Withania_somnifera",NA,48,"Withania somnifera (L.) Dunal"
"4482","Withania_somnifera",NA,72,"Withania somnifera (L.) Dunal"
"4483","Solanum_furcatum",36,NA,"Solanum furcatum Dunal"
"4484","Nolana_paradoxa",NA,24,"Nolana paradoxa Lindl."
"4485","Nolana_paradoxa",NA,24,"Nolana paradoxa Lindl."
"4486","Nolana_tenella",NA,24,"Nolana tenella Lindl."
"4487","Acnistus_arborescens",NA,24,"Acnistus arborescens (L.) Schltdl."
"4488","Acnistus_arborescens",NA,24,"Acnistus arborescens (L.) Schltdl."
"4489","Acnistus_parviflorus",NA,24,"Acnistus parviflorus Griseb."
"4490","Atropa_acuminata",NA,72,"Atropa acuminata Royle ex Lindl."
"4491","Atropa_acuminata",NA,72,"Atropa acuminata Royle ex Lindl."
"4492","Atropa_baetica",NA,72,"Atropa baetica Willk."
"4493","Atropa_belladonna",NA,50,"Atropa belladonna L."
"4494","Atropa_belladonna",NA,72,"Atropa belladonna L."
"4495","Atropa_belladonna",NA,72,"Atropa belladonna L."
"4496","Atropa_belladonna",NA,72,"Atropa belladonna L."
"4497","Atropa_belladonna",NA,72,"Atropa belladonna L."
"4498","Atropa_belladonna",NA,72,"Atropa belladonna L."
"4499","Browallia_americana",NA,22,"Browallia americana L."
"4500","Browallia_americana",NA,44,"Browallia americana L."
"4501","Browallia_americana",NA,22,"Browallia americana L."
"4502","Browallia_americana",NA,22,"Browallia americana L."
"4503","Browallia_americana",NA,22,"Browallia americana L."
"4504","Browallia_americana",NA,22,"Browallia americana L."
"4505","Browallia_americana",NA,22,"Browallia americana L."
"4506","Browallia_speciosa",NA,44,"Browallia speciosa Hook."
"4507","Browallia_americana",NA,22,"Browallia americana L."
"4508","Brunfelsia_americana",NA,22,"Brunfelsia americana L."
"4509","Brunfelsia_australis",NA,24,"Brunfelsia australis Benth."
"4510","Brunfelsia_pauciflora",NA,22,"Brunfelsia pauciflora (Cham. & Schltdl.) Benth."
"4511","Brunfelsia_pauciflora",NA,22,"Brunfelsia pauciflora (Cham. & Schltdl.) Benth."
"4512","Capsicum_annuum",NA,24,"Capsicum annuum L."
"4513","Capsicum_annuum",NA,12,"Capsicum annuum L."
"4514","Capsicum_annuum",NA,12,"Capsicum annuum L."
"4515","Capsicum_annuum",NA,12,"Capsicum annuum L."
"4516","Capsicum_annuum",NA,24,"Capsicum annuum L."
"4517","Capsicum_annuum",NA,24,"Capsicum annuum L."
"4518","Capsicum_annuum",NA,24,"Capsicum annuum L."
"4519","Capsicum_annuum",NA,24,"Capsicum annuum L."
"4520","Capsicum_annuum",NA,24,"Capsicum annuum L."
"4521","Capsicum_annuum",NA,24,"Capsicum annuum L."
"4522","Capsicum_annuum",NA,24,"Capsicum annuum L."
"4523","Capsicum_annuum",NA,24,"Capsicum annuum L."
"4524","Capsicum_annuum",NA,24,"Capsicum annuum L."
"4525","Capsicum_annuum",NA,24,"Capsicum annuum L."
"4526","Capsicum_annuum",NA,24,"Capsicum annuum L."
"4527","Capsicum_annuum",NA,24,"Capsicum annuum L."
"4528","Capsicum_annuum",NA,24,"Capsicum annuum L."
"4529","Capsicum_annuum",NA,24,"Capsicum annuum L."
"4530","Capsicum_annuum",NA,24,"Capsicum annuum L."
"4531","Capsicum_annuum",NA,24,"Capsicum annuum L."
"4532","Capsicum_baccatum",NA,24,"Capsicum baccatum L."
"4533","Capsicum_annuum",NA,24,"Capsicum annuum L."
"4534","Cestrum_aurantiacum",NA,16,"Cestrum aurantiacum Lindl."
"4535","Cestrum_aurantiacum",NA,16,"Cestrum aurantiacum Lindl."
"4536","Cestrum_auriculatum",NA,16,"Cestrum auriculatum L'Hér."
"4537","Cestrum_elegans",NA,16,"Cestrum elegans (Brongn.) Schltdl."
"4538","Cestrum_elegans",NA,16,"Cestrum elegans (Brongn.) Schltdl."
"4539","Cestrum_elegans",NA,16,"Cestrum elegans (Brongn.) Schltdl."
"4540","Cestrum_fasciculatum",NA,16,"Cestrum fasciculatum (Schltdl.) Miers"
"4541","Cestrum_hartwegii",NA,16,"Cestrum hartwegii Dunal"
"4542","Cestrum_hartwegii",NA,16,"Cestrum hartwegii Dunal"
"4543","Cestrum_tomentosum",NA,16,"Cestrum tomentosum L."
"4544","Cestrum_nocturnum",NA,NA,"Cestrum nocturnum L."
"4545","Cestrum_nocturnum",NA,16,"Cestrum nocturnum L."
"4546","Cestrum_parqui",NA,16,"Cestrum parqui (Lam.) L'Hér."
"4547","Cestrum_parqui",NA,16,"Cestrum parqui (Lam.) L'Hér."
"4548","Cestrum_parqui",NA,16,"Cestrum parqui (Lam.) L'Hér."
"4549","Cestrum_parqui",NA,16,"Cestrum parqui (Lam.) L'Hér."
"4550","Cestrum_parqui",NA,16,"Cestrum parqui (Lam.) L'Hér."
"4551","Cestrum_parqui",NA,16,"Cestrum parqui (Lam.) L'Hér."
"4552","Cestrum_parqui",NA,16,"Cestrum parqui (Lam.) L'Hér."
"4553","Cestrum_elegans",NA,16,"Cestrum elegans (Brongn.) Schltdl."
"4554","Cestrum_quitense",NA,16,"Cestrum quitense Francey"
"4555","Solanum_betaceum",NA,24,"Solanum betaceum Cav."
"4556","Solanum_betaceum",NA,24,"Solanum betaceum Cav."
"4557","Solanum_betaceum",NA,24,"Solanum betaceum Cav."
"4558","Solanum_betaceum",NA,24,"Solanum betaceum Cav."
"4559","Datura_metel",NA,24,"Datura metel L."
"4560","Datura_metel",NA,24,"Datura metel L."
"4561","Datura_metel",NA,24,"Datura metel L."
"4562","Brugmansia_arborea",NA,24,"Brugmansia arborea (L.) Steud."
"4563","Datura_stramonium",NA,24,"Datura stramonium L."
"4564","Datura_ceratocaula",NA,24,"Datura ceratocaula Ortega"
"4565","Datura_ceratocaula",NA,24,"Datura ceratocaula Ortega"
"4566","Datura_discolor",NA,24,"Datura discolor Bernh."
"4567","Datura_discolor",NA,24,"Datura discolor Bernh."
"4568","Datura_ferox",NA,24,"Datura ferox L."
"4569","Datura_ferox",NA,24,"Datura ferox L."
"4570","Datura_ferox",NA,24,"Datura ferox L."
"4571","Datura_ferox",NA,24,"Datura ferox L."
"4572","Datura_ferox",NA,24,"Datura ferox L."
"4573","Datura_ferox",NA,24,"Datura ferox L."
"4574","Datura_ferox",NA,24,"Datura ferox L."
"4575","Datura_stramonium",NA,24,"Datura stramonium L."
"4576","Datura_stramonium",NA,24,"Datura stramonium L."
"4577","Datura_innoxia",NA,24,"Datura innoxia Mill."
"4578","Datura_innoxia",NA,24,"Datura innoxia Mill."
"4579","Datura_innoxia",NA,24,"Datura innoxia Mill."
"4580","Datura_leichhardtii",NA,24,"Datura leichhardtii Benth."
"4581","Datura_leichhardtii",NA,24,"Datura leichhardtii Benth."
"4582","Datura_leichhardtii",NA,24,"Datura leichhardtii Benth."
"4583","Datura_metel",NA,24,"Datura metel L."
"4584","Datura_metel",NA,24,"Datura metel L."
"4585","Datura_metel",NA,24,"Datura metel L."
"4586","Datura_metel",NA,24,"Datura metel L."
"4587","Datura_metel",NA,24,"Datura metel L."
"4588","Datura_innoxia",NA,24,"Datura innoxia Mill."
"4589","Datura_innoxia",NA,24,"Datura innoxia Mill."
"4590","Datura_innoxia",NA,24,"Datura innoxia Mill."
"4591","Datura_innoxia",NA,24,"Datura innoxia Mill."
"4592","Datura_innoxia",NA,24,"Datura innoxia Mill."
"4593","Datura_innoxia",NA,24,"Datura innoxia Mill."
"4594","Datura_pruinosa",NA,24,"Datura pruinosa Greenm."
"4595","Datura_pruinosa",NA,24,"Datura pruinosa Greenm."
"4596","Datura_quercifolia",NA,24,"Datura quercifolia Kunth"
"4597","Datura_quercifolia",NA,24,"Datura quercifolia Kunth"
"4598","Datura_quercifolia",NA,24,"Datura quercifolia Kunth"
"4599","Datura_quercifolia",NA,24,"Datura quercifolia Kunth"
"4600","Brugmansia_sanguinea",NA,24,"Brugmansia sanguinea (Ruiz & Pav.) D. Don"
"4601","Datura_stramonium",NA,24,"Datura stramonium L."
"4602","Datura_stramonium",NA,24,"Datura stramonium L."
"4603","Datura_stramonium",NA,24,"Datura stramonium L."
"4604","Datura_stramonium",NA,24,"Datura stramonium L."
"4605","Datura_stramonium",NA,24,"Datura stramonium L."
"4606","Datura_stramonium",NA,24,"Datura stramonium L."
"4607","Datura_stramonium",NA,24,"Datura stramonium L."
"4608","Datura_stramonium",NA,24,"Datura stramonium L."
"4609","Datura_stramonium",NA,24,"Datura stramonium L."
"4610","Datura_stramonium",NA,24,"Datura stramonium L."
"4611","Datura_stramonium",NA,24,"Datura stramonium L."
"4612","Datura_stramonium",NA,24,"Datura stramonium L."
"4613","Datura_stramonium",NA,24,"Datura stramonium L."
"4614","Datura_stramonium",NA,24,"Datura stramonium L."
"4615","Datura_stramonium",NA,24,"Datura stramonium L."
"4616","Datura_stramonium",NA,24,"Datura stramonium L."
"4617","Datura_stramonium",NA,48,"Datura stramonium L."
"4618","Brugmansia_suaveolens",NA,24,"Brugmansia suaveolens (Humb. & Bonpl.) Bercht. & J. Presl"
"4619","Datura_stramonium",NA,24,"Datura stramonium L."
"4620","Datura_stramonium",NA,24,"Datura stramonium L."
"4621","Datura_stramonium",NA,24,"Datura stramonium L."
"4622","Datura_stramonium",NA,24,"Datura stramonium L."
"4623","Datura_stramonium",NA,24,"Datura stramonium L."
"4624","Grabowskia_duplicata",NA,24,"Grabowskia duplicata Arn."
"4625","Hyoscyamus_niger",NA,34,"Hyoscyamus niger L."
"4626","Hyoscyamus_niger",NA,34,"Hyoscyamus niger L."
"4627","Hyoscyamus_niger",NA,34,"Hyoscyamus niger L."
"4628","Hyoscyamus_niger",NA,34,"Hyoscyamus niger L."
"4629","Hyoscyamus_niger",NA,34,"Hyoscyamus niger L."
"4630","Hyoscyamus_niger",NA,34,"Hyoscyamus niger L."
"4631","Hyoscyamus_niger",NA,34,"Hyoscyamus niger L."
"4632","Hyoscyamus_niger",NA,34,"Hyoscyamus niger L."
"4633","Hyoscyamus_niger",NA,34,"Hyoscyamus niger L."
"4634","Hyoscyamus_niger",NA,34,"Hyoscyamus niger L."
"4635","Hyoscyamus_niger",NA,34,"Hyoscyamus niger L."
"4636","Hyoscyamus_pusillus",NA,68,"Hyoscyamus pusillus L."
"4637","Jaborosa_integrifolia",NA,24,"Jaborosa integrifolia Lam."
"4638","Jaborosa_integrifolia",NA,24,"Jaborosa integrifolia Lam."
"4639","Jaborosa_integrifolia",NA,24,"Jaborosa integrifolia Lam."
"4640","Jaborosa_runcinata",NA,24,"Jaborosa runcinata Lam."
"4641","Lycianthes_multiflora",NA,24,"Lycianthes multiflora Bitter"
"4642","Solanum_pimpinellifolium",NA,24,"Solanum pimpinellifolium L."
"4643","Solanum_pimpinellifolium",NA,24,"Solanum pimpinellifolium L."
"4644","Solanum_pimpinellifolium",NA,24,"Solanum pimpinellifolium L."
"4645","Solanum_pimpinellifolium",NA,24,"Solanum pimpinellifolium L."
"4646","Solanum_pimpinellifolium",NA,24,"Solanum pimpinellifolium L."
"4647","Solanum_pimpinellifolium",NA,NA,"Solanum pimpinellifolium L."
"4648","Margaranthus_solanaceous",NA,24,"Margaranthus solanaceous Schltdl."
"4649","Nicandra_physalodes",NA,20,"Nicandra physalodes (L.) Gaertn."
"4650","Nicandra_physalodes",NA,20,"Nicandra physalodes (L.) Gaertn."
"4651","Nicandra_physalodes",NA,20,"Nicandra physalodes (L.) Gaertn."
"4652","Nicandra_physalodes",NA,20,"Nicandra physalodes (L.) Gaertn."
"4653","Nicandra_physalodes",NA,NA,"Nicandra physalodes (L.) Gaertn."
"4654","Nicandra_physalodes",NA,NA,"Nicandra physalodes (L.) Gaertn."
"4655","Nicandra_physalodes",NA,21,"Nicandra physalodes (L.) Gaertn."
"4656","Nicandra_violacea",NA,21,"Nicandra violacea André ex Lemoine"
"4657","Nicotiana_acuminata",NA,24,"Nicotiana acuminata (Graham) Hook."
"4658","Nicotiana_acuminata",NA,24,"Nicotiana acuminata (Graham) Hook."
"4659","Nicotiana_acuminata",NA,24,"Nicotiana acuminata (Graham) Hook."
"4660","Nicotiana_acuminata",NA,24,"Nicotiana acuminata (Graham) Hook."
"4661","Nicotiana_acuminata",NA,16,"Nicotiana acuminata (Graham) Hook."
"4662","Nicotiana_acuminata",NA,18,"Nicotiana acuminata (Graham) Hook."
"4663","Nicotiana_acuminata",NA,18,"Nicotiana acuminata (Graham) Hook."
"4664","Nicotiana_acuminata",NA,18,"Nicotiana acuminata (Graham) Hook."
"4665","Nicotiana_acuminata",NA,18,"Nicotiana acuminata (Graham) Hook."
"4666","Nicotiana_acuminata",NA,18,"Nicotiana acuminata (Graham) Hook."
"4667","Nicotiana_acuminata",NA,18,"Nicotiana acuminata (Graham) Hook."
"4668","Nicotiana_acuminata",NA,18,"Nicotiana acuminata (Graham) Hook."
"4669","Nicotiana_acuminata",NA,18,"Nicotiana acuminata (Graham) Hook."
"4670","Nicotiana_acuminata",NA,18,"Nicotiana acuminata (Graham) Hook."
"4671","Nicotiana_acuminata",NA,18,"Nicotiana acuminata (Graham) Hook."
"4672","Nicotiana_acuminata",NA,18,"Nicotiana acuminata (Graham) Hook."
"4673","Nicotiana_acuminata",NA,NA,"Nicotiana acuminata (Graham) Hook."
"4674","Nicotiana_acuminata",NA,NA,"Nicotiana acuminata (Graham) Hook."
"4675","Nicotiana_acuminata",NA,36,"Nicotiana acuminata (Graham) Hook."
"4676","Nicotiana_acuminata",NA,20,"Nicotiana acuminata (Graham) Hook."
"4677","Nicotiana_acuminata",NA,22,"Nicotiana acuminata (Graham) Hook."
"4678","Nicotiana_arentsii",NA,48,"Nicotiana arentsii Goodsp."
"4679","Nicotiana_arentsii",NA,24,"Nicotiana arentsii Goodsp."
"4680","Nicotiana_arentsii",NA,24,"Nicotiana arentsii Goodsp."
"4681","Nicotiana_arentsii",NA,24,"Nicotiana arentsii Goodsp."
"4682","Nicotiana_plumbaginifolia",NA,24,"Nicotiana plumbaginifolia Viv."
"4683","Nicotiana_plumbaginifolia",NA,24,"Nicotiana plumbaginifolia Viv."
"4684","Nicotiana_plumbaginifolia",NA,46,"Nicotiana plumbaginifolia Viv."
"4685","Nicotiana_plumbaginifolia",NA,18,"Nicotiana plumbaginifolia Viv."
"4686","Nicotiana_plumbaginifolia",NA,42,"Nicotiana plumbaginifolia Viv."
"4687","Nicotiana_plumbaginifolia",NA,48,"Nicotiana plumbaginifolia Viv."
"4688","Nicotiana_plumbaginifolia",NA,84,"Nicotiana plumbaginifolia Viv."
"4689","Nicotiana_corymbosa",NA,24,"Nicotiana corymbosa Remy"
"4690","Nicotiana_corymbosa",NA,24,"Nicotiana corymbosa Remy"
"4691","Nicotiana_debneyi",NA,48,"Nicotiana debneyi Domin"
"4692","Nicotiana_debneyi",NA,48,"Nicotiana debneyi Domin"
"4693","Nicotiana_debneyi",NA,48,"Nicotiana debneyi Domin"
"4694","Nicotiana_debneyi",NA,48,"Nicotiana debneyi Domin"
"4695","Nicotiana_debneyi",NA,48,"Nicotiana debneyi Domin"
"4696","Nicotiana_eastii",NA,64,"Nicotiana eastii Kostov"
"4697","Nicotiana_fragrans",NA,48,"Nicotiana fragrans Hook."
"4698","Nicotiana_fragrans",NA,48,"Nicotiana fragrans Hook."
"4699","Nicotiana_glauca",NA,24,"Nicotiana glauca Graham"
"4700","Nicotiana_glauca",NA,24,"Nicotiana glauca Graham"
"4701","Nicotiana_glauca",NA,24,"Nicotiana glauca Graham"
"4702","Nicotiana_glauca",NA,24,"Nicotiana glauca Graham"
"4703","Nicotiana_glauca",NA,24,"Nicotiana glauca Graham"
"4704","Nicotiana_glauca",NA,24,"Nicotiana glauca Graham"
"4705","Nicotiana_glauca",NA,24,"Nicotiana glauca Graham"
"4706","Nicotiana_glauca",NA,24,"Nicotiana glauca Graham"
"4707","Nicotiana_glauca",NA,24,"Nicotiana glauca Graham"
"4708","Nicotiana_glauca",NA,24,"Nicotiana glauca Graham"
"4709","Nicotiana_glauca",NA,24,"Nicotiana glauca Graham"
"4710","Nicotiana_glauca",NA,24,"Nicotiana glauca Graham"
"4711","Nicotiana_glauca",NA,24,"Nicotiana glauca Graham"
"4712","Nicotiana_glauca",NA,NA,"Nicotiana glauca Graham"
"4713","Nicotiana_glutinosa",NA,12,"Nicotiana glutinosa L."
"4714","Nicotiana_glutinosa",NA,24,"Nicotiana glutinosa L."
"4715","Nicotiana_glutinosa",NA,24,"Nicotiana glutinosa L."
"4716","Nicotiana_glutinosa",NA,24,"Nicotiana glutinosa L."
"4717","Nicotiana_glutinosa",NA,24,"Nicotiana glutinosa L."
"4718","Nicotiana_glutinosa",NA,24,"Nicotiana glutinosa L."
"4719","Nicotiana_glutinosa",NA,24,"Nicotiana glutinosa L."
"4720","Nicotiana_glutinosa",NA,24,"Nicotiana glutinosa L."
"4721","Nicotiana_glutinosa",NA,24,"Nicotiana glutinosa L."
"4722","Nicotiana_glutinosa",NA,24,"Nicotiana glutinosa L."
"4723","Nicotiana_glutinosa",NA,24,"Nicotiana glutinosa L."
"4724","Nicotiana_glutinosa",NA,24,"Nicotiana glutinosa L."
"4725","Nicotiana_glutinosa",NA,24,"Nicotiana glutinosa L."
"4726","Nicotiana_glutinosa",NA,24,"Nicotiana glutinosa L."
"4727","Nicotiana_glutinosa",NA,24,"Nicotiana glutinosa L."
"4728","Nicotiana_glutinosa",NA,NA,"Nicotiana glutinosa L."
"4729","Nicotiana_gossei",NA,36,"Nicotiana gossei Domin"
"4730","Nicotiana_gossei",NA,36,"Nicotiana gossei Domin"
"4731","Nicotiana_gossei",NA,36,"Nicotiana gossei Domin"
"4732","Nicotiana_knightiana",NA,24,"Nicotiana knightiana Goodsp."
"4733","Nicotiana_knightiana",NA,24,"Nicotiana knightiana Goodsp."
"4734","Nicotiana_langsdorfii",NA,16,"Nicotiana langsdorfii Schrank"
"4735","Nicotiana_langsdorfii",NA,16,"Nicotiana langsdorfii Schrank"
"4736","Nicotiana_langsdorfii",NA,18,"Nicotiana langsdorfii Schrank"
"4737","Nicotiana_langsdorfii",NA,18,"Nicotiana langsdorfii Schrank"
"4738","Nicotiana_langsdorfii",NA,18,"Nicotiana langsdorfii Schrank"
"4739","Nicotiana_langsdorfii",NA,18,"Nicotiana langsdorfii Schrank"
"4740","Nicotiana_langsdorfii",NA,18,"Nicotiana langsdorfii Schrank"
"4741","Nicotiana_langsdorfii",NA,18,"Nicotiana langsdorfii Schrank"
"4742","Nicotiana_langsdorfii",NA,18,"Nicotiana langsdorfii Schrank"
"4743","Nicotiana_langsdorfii",NA,18,"Nicotiana langsdorfii Schrank"
"4744","Nicotiana_linearis",NA,24,"Nicotiana linearis Phil."
"4745","Nicotiana_linearis",NA,24,"Nicotiana linearis Phil."
"4746","Nicotiana_longiflora",NA,20,"Nicotiana longiflora Cav."
"4747","Nicotiana_longiflora",NA,20,"Nicotiana longiflora Cav."
"4748","Nicotiana_longiflora",NA,20,"Nicotiana longiflora Cav."
"4749","Nicotiana_longiflora",NA,20,"Nicotiana longiflora Cav."
"4750","Nicotiana_longiflora",NA,20,"Nicotiana longiflora Cav."
"4751","Nicotiana_longiflora",NA,20,"Nicotiana longiflora Cav."
"4752","Nicotiana_longiflora",NA,20,"Nicotiana longiflora Cav."
"4753","Nicotiana_longiflora",NA,20,"Nicotiana longiflora Cav."
"4754","Nicotiana_longiflora",NA,20,"Nicotiana longiflora Cav."
"4755","Nicotiana_longiflora",NA,20,"Nicotiana longiflora Cav."
"4756","Nicotiana_longiflora",NA,20,"Nicotiana longiflora Cav."
"4757","Nicotiana_longiflora",NA,NA,"Nicotiana longiflora Cav."
"4758","Nicotiana_miersii",NA,24,"Nicotiana miersii J. Rémy"
"4759","Nicotiana_miersii",NA,24,"Nicotiana miersii J. Rémy"
"4760","Nicotiana_quadrivalvis_var._multivalvis",NA,48,"Nicotiana quadrivalvis var. multivalvis (Lindl.) A. Gray"
"4761","Nicotiana_quadrivalvis_var._multivalvis",NA,48,"Nicotiana quadrivalvis var. multivalvis (Lindl.) A. Gray"
"4762","Nicotiana_quadrivalvis_var._multivalvis",NA,48,"Nicotiana quadrivalvis var. multivalvis (Lindl.) A. Gray"
"4763","Nicotiana_noctiflora",NA,18,"Nicotiana noctiflora Hook."
"4764","Nicotiana_noctiflora",NA,24,"Nicotiana noctiflora Hook."
"4765","Nicotiana_noctiflora",NA,24,"Nicotiana noctiflora Hook."
"4766","Nicotiana_noctiflora",NA,24,"Nicotiana noctiflora Hook."
"4767","Nicotiana_otophora",NA,24,"Nicotiana otophora Griseb."
"4768","Nicotiana_otophora",NA,24,"Nicotiana otophora Griseb."
"4769","Nicotiana_palmeri",NA,24,"Nicotiana palmeri A. Gray"
"4770","Nicotiana_palmeri",NA,24,"Nicotiana palmeri A. Gray"
"4771","Nicotiana_paniculata",NA,24,"Nicotiana paniculata L."
"4772","Nicotiana_paniculata",NA,24,"Nicotiana paniculata L."
"4773","Nicotiana_paniculata",NA,24,"Nicotiana paniculata L."
"4774","Nicotiana_paniculata",NA,24,"Nicotiana paniculata L."
"4775","Nicotiana_paniculata",NA,24,"Nicotiana paniculata L."
"4776","Nicotiana_paniculata",NA,24,"Nicotiana paniculata L."
"4777","Nicotiana_paniculata",NA,24,"Nicotiana paniculata L."
"4778","Nicotiana_paniculata",NA,24,"Nicotiana paniculata L."
"4779","Nicotiana_pauciflora",NA,24,"Nicotiana pauciflora J. Rémy"
"4780","Nicotiana_petiolaris",NA,48,"Nicotiana petiolaris Schltdl. ex Dunal"
"4781","Nierembergia_scoparia",NA,18,"Nierembergia scoparia Sendtn."
"4782","Nierembergia_scoparia",NA,18,"Nierembergia scoparia Sendtn."
"4783","Petunia_hybrida",NA,14,"Petunia hybrida Vilm."
"4784","Petunia_hybrida",NA,NA,"Petunia hybrida Vilm."
"4785","Petunia_hybrida",NA,28,"Petunia hybrida Vilm."
"4786","Petunia_hybrida",NA,28,"Petunia hybrida Vilm."
"4787","Petunia_hybrida",NA,28,"Petunia hybrida Vilm."
"4788","Physalis_alkekengi",NA,24,"Physalis alkekengi L."
"4789","Physalis_alkekengi",NA,24,"Physalis alkekengi L."
"4790","Physalis_alkekengi",NA,24,"Physalis alkekengi L."
"4791","Physalis_alkekengi",NA,24,"Physalis alkekengi L."
"4792","Physalis_alkekengi",NA,24,"Physalis alkekengi L."
"4793","Physalis_alkekengi",NA,24,"Physalis alkekengi L."
"4794","Physalis_alkekengi",NA,24,"Physalis alkekengi L."
"4795","Physalis_alkekengi",NA,24,"Physalis alkekengi L."
"4796","Physalis_angulata",NA,24,"Physalis angulata L."
"4797","Physalis_angulata",NA,24,"Physalis angulata L."
"4798","Physalis_angulata",NA,48,"Physalis angulata L."
"4799","Physalis_angulata",NA,48,"Physalis angulata L."
"4800","Physalis_angulata",NA,48,"Physalis angulata L."
"4801","Physalis_angulata",NA,48,"Physalis angulata L."
"4802","Physalis_angulata",NA,48,"Physalis angulata L."
"4803","Physalis_angulata",NA,48,"Physalis angulata L."
"4804","Physalis_arenicola",NA,24,"Physalis arenicola Kearney"
"4805","Physalis_pubescens",NA,24,"Physalis pubescens L."
"4806","Physalis_chenopodifolia",NA,24,"Physalis chenopodifolia Lam."
"4807","Physalis_chenopodifolia",NA,24,"Physalis chenopodifolia Lam."
"4808","Physalis_comata",NA,24,"Physalis comata Rydb."
"4809","Physalis_crassifolia",NA,24,"Physalis crassifolia Benth."
"4810","Physalis_divaricata",NA,24,"Physalis divaricata D. Don"
"4811","Physalis_divaricata",NA,24,"Physalis divaricata D. Don"
"4812","Physalis_divaricata",NA,24,"Physalis divaricata D. Don"
"4813","Physalis_elliottii",NA,24,"Physalis elliottii Kunze"
"4814","Physalis_fendleri",NA,24,"Physalis fendleri A. Gray"
"4815","Physalis_pubescens",NA,24,"Physalis pubescens L."
"4816","Physalis_pubescens",NA,NA,"Physalis pubescens L."
"4817","Physalis_patula",NA,24,"Physalis patula Mill."
"4818","Physalis_alkekengi_var._franchetii",NA,24,"Physalis alkekengi var. franchetii (Mast.) Makino"
"4819","Physalis_alkekengi_var._franchetii",NA,24,"Physalis alkekengi var. franchetii (Mast.) Makino"
"4820","Physalis_alkekengi_var._franchetii",NA,24,"Physalis alkekengi var. franchetii (Mast.) Makino"
"4821","Physalis_alkekengi_var._franchetii",NA,24,"Physalis alkekengi var. franchetii (Mast.) Makino"
"4822","Physalis_heterophylla",NA,24,"Physalis heterophylla Nees"
"4823","Physalis_ignota",NA,24,"Physalis ignota Britton"
"4824","Physalis_ixocarpa",NA,24,"Physalis ixocarpa Brot. ex Hornem."
"4825","Physalis_ixocarpa",NA,24,"Physalis ixocarpa Brot. ex Hornem."
"4826","Physalis_ixocarpa",NA,24,"Physalis ixocarpa Brot. ex Hornem."
"4827","Physalis_angulata",NA,24,"Physalis angulata L."
"4828","Physalis_angulata",NA,24,"Physalis angulata L."
"4829","Physalis_angulata",NA,24,"Physalis angulata L."
"4830","Physalis_minima",NA,24,"Physalis minima L."
"4831","Physalis_minima",NA,24,"Physalis minima L."
"4832","Physalis_minima",NA,48,"Physalis minima L."
"4833","Physalis_minima",NA,48,"Physalis minima L."
"4834","Physalis_minima",NA,48,"Physalis minima L."
"4835","Physalis_mollis",NA,24,"Physalis mollis Nutt."
"4836","Physalis_nyctaginea",NA,24,"Physalis nyctaginea Dunal"
"4837","Physalis_pendula",NA,24,"Physalis pendula Rydb."
